Name,Category,State,City,Address
Mother and Child Hospital,0,Andhra Pradesh,East Godavari,"2-4-10 Near Suruchi Sweet Stall, Behind Padmapriva Theatre, Bhanugudi Junction, Kakinada"
Nayana Eye Care,0,Andhra Pradesh,East Godavari,"2-10-50 Srinagar, Bhanugudi Junction Kakinada 533003  East Godavari"
Ramalingeswara Nursing Home,0,Andhra Pradesh,East Godavari,"Ganjamvari Street, Kakinada"
Safe Emergency Hospital,0,Andhra Pradesh,East Godavari,"H.No.2-2-7, Usha Priya Complex Bhanugudi"
Saipriya Maternity Hospital,0,Andhra Pradesh,East Godavari,"Lig No.6,100 Building Complex Road, Kakinada"
Srujana Multi Speciality Hospital,0,Andhra Pradesh,East Godavari,"2- 27- 24/1, Gokul Street Sree Nagar Colony, East Godavari"
Kasturi Nursing Home,0,Andhra Pradesh,East Godavari,"#11-5-9, Gopalakrishna Street,Ramaraopeta, Kakinada"
Poly Clinic and Hospital,0,Andhra Pradesh,East Godavari,"Gandhi Nagar, Gandhi Nagar"
Ravichandra Hospital,0,Andhra Pradesh,East Godavari,"11-5-10, Gopala Krishna Street, Ramaraopet,Kakinada"
Sanjivi Orthopaedic Hospital,0,Andhra Pradesh,East Godavari,#: 11-11-1 Ramaraopet Kakinada 533004  East Godavari
Sri Sai Raghavendra Super Specialities Hospital,0,Andhra Pradesh,East Godavari,"8-5-19/1, Ontimamidi Junction, Gandhinagar, Kakinada"
Sri Venkata Chalapathi Nursing Home,0,Andhra Pradesh,East Godavari,"10-7-39, Kopellavari Street Ramaraopet(Near Duper Bazar),Kakinada"
Sri Venkateswara Medicare and Research Centre,0,Andhra Pradesh,East Godavari,"7-4-5, Seshasal Street,Ramaraopet,."
Sri Venugopal Hospital,0,Andhra Pradesh,East Godavari,Venugopal Nursing Home Kamalendera Nath Street Narasanana Nagar Kakinada
Sudha Urology And Andrology Hospital,0,Andhra Pradesh,East Godavari,"10-5-8, Nageswara Rao Street, Rama Rao Pet 2Nd Junction Kakinada 533004  East Godavari"
Surya Global Hospitals,0,Andhra Pradesh,East Godavari,"10-5-27/1, Nageswara Rao Street, Ramaraopeta Kakinada 533004  East Godavari"
Vasan Eye Care Hospital,0,Andhra Pradesh,East Godavari,"6-1-37/Nookalamma Temple Street, Suryaraopet, Kakinada 533004  East Godavari"
Sarvottam Healthcare Private Limited,0,Andhra Pradesh,East Godavari,"3-29, Sarpavaram Junction, Kankinada-533005"
Srikiran Institute Of Ophthalmology,0,Andhra Pradesh,East Godavari,"Near Atchampeta Junction, Penumarthi Road, A.P.S.P Camp Post, Kakinada,"
Surya Global Multispeciality and Cancer Reesearch Center,0,Andhra Pradesh,East Godavari,"D. No. 1-82/A, Near Railway Crossing, Nadavpathan"
Sushrutha Hospital,0,Andhra Pradesh,East Godavari,"4-111, Manikyanagar Rd-2, Valasapakala, Kakinada"
Trust Hospital(A Unit Of Sarvottam Health Care),0,Andhra Pradesh,East Godavari,"3-29, Sarpavaram Junction Sarpavaram Junction"
Sri Srinivasa Nursing Home,0,Andhra Pradesh,East Godavari,Pedapudi
Abhay Nursing Home,0,Andhra Pradesh,East Godavari,"J N Road Ramalayam, Tilak Road"
Aravindam Ortho and Physio Centre,0,Andhra Pradesh,East Godavari,"6-18-3, Kokkondavari Street, Rajahmundry"
Aruna Hospital and Poly Clinic,0,Andhra Pradesh,East Godavari,"Main Road,, Innespeta"
Bhaskara Raju Children Hospital,0,Andhra Pradesh,East Godavari,Prakash Nagar Rajahmundry
Life Emergency Hospital Private Limited,0,Andhra Pradesh,East Godavari,"36-26-10/1, Behind Kotipalli Bus Stand, Road-Cum-Railbridge Centre"
S A I Orthopaedics Trauma and General Hospital,0,Andhra Pradesh,East Godavari,"Behind Nagadevi Theatre, Gondhkavarama"
Siddhartha Orthopedic Hospital and Poly Clinic,0,Andhra Pradesh,East Godavari,"Lakshmi Varapupeta, Devi Chowk"
Sri Satya Nursing Home,0,Andhra Pradesh,East Godavari,"Innespt, Rajahmundry-1"
Sri Srinivasa Hospitals,0,Andhra Pradesh,East Godavari,"75-8-12, Gandhipuram-Ii"
Sri Venkateswara Hospitals,0,Andhra Pradesh,East Godavari,"D.No. 10-7-38, Fort Gate,Near Adilaxmi Temple . Rangreejupeta. Rajahmundry"
Abhaya Emergency Centre,0,Andhra Pradesh,East Godavari,"79-1-4/1, Jn Road Rajamundry Rajamundry 533103  East Godavari"
Adarsh Hospital,0,Andhra Pradesh,East Godavari,"Do. No. 86-26-7, M. S. Narayana Street, Near R. T. C. Complex, V.I. Puram Jn."
Alert Emergency Hospital,0,Andhra Pradesh,East Godavari,"# 74-11-7, Prakash Nagar, East Godavari rict"
Ammanna Memorial Murtys Neuro Super Speciality Ho,0,Andhra Pradesh,East Godavari,"D.No : 46-21-10, Danavaipeta, Rajahmundry"
Apex Hospital - Rajamundry,0,Andhra Pradesh,East Godavari,"D.No:75-6-23, Prakash Nagar,, Opposite Indian Bank East Godavari,"
Aruna Hospital and Polyclinic,0,Andhra Pradesh,East Godavari,"Main Road, Near Kottipalli Bus Stand, Rajahmundry"
Bharadwaja Heart and Maternity Centre,0,Andhra Pradesh,East Godavari,"75-8-12,Gandhipuram,Rajahmundry"
Bhavani Nursing Home,0,Andhra Pradesh,East Godavari,"Jayakrishnapuram, Rajahmundry"
Bollineni Heart Centre Pvt Ltd,0,Andhra Pradesh,East Godavari,"#77-7-7/1,Seelam Nookaraju Complex,"
Buddudu Orthopeadic Hospital,0,Andhra Pradesh,East Godavari,"Debichowk, Rajahmundry"
Chakradhar Hospitals,0,Andhra Pradesh,East Godavari,"85-6-24/1, R. T. C. Complex Road, V. L. Puram Junction"
Coastal Cardiac And Maternity Centre,0,Andhra Pradesh,East Godavari,Near Danavaipeta Park Besind Hdfc Bank Danavaipeta Park Rajamundry 533103  East Godavari
Geetha Mullapudi Sperspeciality Dental Hospital,0,Andhra Pradesh,East Godavari,"Vt College Road, Behind Kotipalli Bus Stand, Rajahmundry"
Gowthami Nursing Home,0,Andhra Pradesh,East Godavari,"75-1-12, Prakash Nagar, Rajahmundry , East Godavari"
Harsha Hospitals,0,Andhra Pradesh,East Godavari,"75-1-7, Prakash Nagar Rajamundry 533103  East Godavari"
Kamalakar Hospital,0,Andhra Pradesh,East Godavari,"D. No.75-7-20, Near Prakash Nagar,Round Park,"
Krishna Nursing Home,0,Andhra Pradesh,East Godavari,"Gandhipuram 3, Rajahmundry"
Madhavi Nursing Home,0,Andhra Pradesh,East Godavari,"# 86-8-6Tilak Road,,."
Neela Jear Hospital,0,Andhra Pradesh,East Godavari,Bypass Road Thadithota Thadithota Rajamundry 533103  East Godavari
Nest Hospital,0,Andhra Pradesh,East Godavari,"# 46-12-12,Opp Sagar Hospital, Danavaipet, Rajahmundry,"
Netra Eye Care,0,Andhra Pradesh,East Godavari,"# 76-5-4, Opposite Aakar Consulting Eng. Ganugala Veedhi, Rajahmundry"
Paramahansa Yogananda Netralaya,0,Andhra Pradesh,East Godavari,"Vemagiri, Kadiyam Road, East Godavari,"
Pragati Super Speciality Hospital,0,Andhra Pradesh,East Godavari,"#75-6-18,Prakash Nagar Main Road,Near Prakash Nagar Round Park."
Prasanthi Nursing Home,0,Andhra Pradesh,East Godavari,"Syamala Nagar, Rajahmundry"
Raja Neuro And Multi Speciality Hospital Pvt Ltd,0,Andhra Pradesh,East Godavari,"76-4-7, Gandhipuram - 2"
Rajahmundry Orthopedic Hospital,0,Andhra Pradesh,East Godavari,"75-1-18, Prakash Nagar"
Ratna Orthopaedic Center,0,Andhra Pradesh,East Godavari,"Danavai Peta, Rajahmundry"
Sanjana Orthopaedic Hospital,0,Andhra Pradesh,East Godavari,"46-18-22, Opposite Idbi Bank, Danavaipeta"
Soujanya Hospital,0,Andhra Pradesh,East Godavari,"75-6-20,Opp Indian Bank, Prakasham Nagar,E.G."
Sreya Medical Speciality Centre,0,Andhra Pradesh,East Godavari,"D.No.46-12-19, Gandhi Park Back Road,Danavaipeta,Rajahmundry,"
Sri Aditya Hospital,0,Andhra Pradesh,East Godavari,"Door. No. 46-17-17, 46-17-38, Danavaipeta Near Panduranga Swami Temple"
Sri Mani Orthopaedic Hospital,0,Andhra Pradesh,East Godavari,"76/1/8/1 Ganhdi Puram, Opp Feva"
Sri Ramadas Hospitals,0,Andhra Pradesh,East Godavari,"# 78/8-7, Gandhipuram-3, Rajahmundry,"
"Sri Suguna Children,S Hospital",0,Andhra Pradesh,East Godavari,"Danavaipet, Rajahmundry"
Supraja Hospitals,0,Andhra Pradesh,East Godavari,"Opp: Manasa Hospital,Prakash Nagar,."
Surya Hospital,0,Andhra Pradesh,East Godavari,Near Round Park Praksh Nagar Rajamundry 533103  East Godavari
Swetha Hospitals - Rajahmundry,0,Andhra Pradesh,East Godavari,"Danavai Peta, D. N. -46-18-8/2 , East Godavari,"
V.B. Chest Institute,0,Andhra Pradesh,East Godavari,"Tilak Road, Rajahmundry"
Vasan Eye Care Hospital,0,Andhra Pradesh,East Godavari,"No 76-6-17/11 And 13, Av Apparao Road, Opp Priyanka Garden, Gandhipuram 2, Rajamundry 533103  East Godavari"
Vijaya Hospital,0,Andhra Pradesh,East Godavari,"#78-9-11/9, Behind R.T.C Complex ,Gandhipuram (:East Godavari )"
Akira Eye Hospital,0,Andhra Pradesh,East Godavari,"Aryapuram, Rajahmundry,"
Dr A V R Ananda Rao Memorial Eye Clinic,0,Andhra Pradesh,East Godavari,Opp Gokavaram Bus Stand Rajamundry
Dr Chainulus Hospitaland Anusha Critical Carecenter,0,Andhra Pradesh,East Godavari,"12-18-12, Middle Street, Near Sri Satya Narayana Swamy Temple"
Gangina Hospitals,0,Andhra Pradesh,East Godavari,"12-21-2, Near Chinna Gandhi Statue, Aryapuram, Rajahmundhry"
Kranti Nursing Home,0,Andhra Pradesh,East Godavari,"20-23-7, Aryapuram, Near Gokavaram Bus Stand Rajahmundry"
Royal Hospital,0,Andhra Pradesh,East Godavari,"# 20-23-4, Behind Nagadevi Theatre, Near Gokavaram Bus Stand, Rajahmundry,"
Siddhartha Orthopaedic Hospital and Polyclinic,0,Andhra Pradesh,East Godavari,"Devi Chowk, Rajahmundry,"
Sree Latha Hospital,0,Andhra Pradesh,East Godavari,"# 12- 21- 4, Aryapuram, Rajahmundry"
Sri Ram Nursing Home,0,Andhra Pradesh,East Godavari,"Gowathmi Grandhalyam St., Rajahmundry"
Sri Srinivasa Orthopaedic Hospital,0,Andhra Pradesh,East Godavari,"At # 11-6-A, Beside Aryapuram Fire Station Near Gokavaram Bus Stand, Rajahmundry"
Chaitanya Nursing Home,0,Andhra Pradesh,East Godavari,"Seethampeta, Rajahmundry"
Goutami Eye Institute,0,Andhra Pradesh,East Godavari,"Plot No: 1, R V Nagar Opp: Market Yard, Korukonda Road Rajamundry Rajamundry 533105  East Godavari"
Life Spring Hospital,0,Andhra Pradesh,East Godavari,"Plot No.22, D.No.59-16-1, Weavers Colony, Beside Raja Theator"
Sai Hospitals,0,Andhra Pradesh,East Godavari,"D No 12-20-4/1, Near Gokavaram Bus Stand Opp: Hotel Lalitha Mahal, Aryapuram Middle Street Rajamundry 533105  East Godavari"
Sai Orthopaedics Trauma and General Hospital,0,Andhra Pradesh,East Godavari,"Behind Nagadevi Theatre,Gokavaram Bus Stand,Rajhmundri,East Godavari ."
Swatantra Hospitals,0,Andhra Pradesh,East Godavari,"Near Kambala Park, Rajahmundry"
Saiteja Hospital,0,Andhra Pradesh,East Godavari,"Near Indiragandhi Statue Jn. Lalacheruvu, Rajahmundry"
Adarsh Multi Speciality Hospital and Neuro Center,0,Andhra Pradesh,East Godavari,D No.86-26-5 V.L.Puram
Sruthi Hospitals,0,Andhra Pradesh,East Godavari,"Near N.H-5,Bommur"
Adarsha Hospital,0,Andhra Pradesh,East Godavari,"College Road, Amalapuram"
Care Hospital,0,Andhra Pradesh,East Godavari,"K N F Road, K N F Road"
Konaseema Institute Of Medical Sciences,0,Andhra Pradesh,East Godavari,Near Red Bridge Kamangaruvu Amalapuram 533201  East Godavari
Konaseema Institute Of Medical Sciences,0,Andhra Pradesh,East Godavari,"Chaitanya Nagar, Amalapuram"
Konaseva Institute Of Medical Science,0,Andhra Pradesh,East Godavari,"Nh 214, Chaintanya Nagar,"
Rohine Mother and Child Care Hospital,0,Andhra Pradesh,East Godavari,Amalapuram
Sai Leela Orthopaedic Hospital,0,Andhra Pradesh,East Godavari,"Yerranilivari Street , Amalapuram"
Sri Konaseema Specialities Hospital,0,Andhra Pradesh,East Godavari,"College Road,Amalapuram, E G Dt."
Sri Venkateswara Nursing Home,0,Andhra Pradesh,East Godavari,"K. Agraharam , Amalapuram"
V.N.Nursing Home,0,Andhra Pradesh,East Godavari,"3-2-117E, College Road, Amalapuram"
Janatha Hospital,0,Andhra Pradesh,East Godavari,"Mummidivaram , East Godawari, (A.P) -"
Sree Sravana Nursing Home,0,Andhra Pradesh,East Godavari,Kothapeta
Sri Venkateswara Nursing Home,0,Andhra Pradesh,East Godavari,Ravulapalem
Vijaya Nursing Home,0,Andhra Pradesh,East Godavari,"D No-8-553, Ssnr Complex (Hp Gas Office Upstairs)H-5 Road Ravulapalem-"
Sri Maha Laxmi Nursing Home,0,Andhra Pradesh,East Godavari,"Near R T C Complex, Razole"
Vijaya Laxmi Nursing Home,0,Andhra Pradesh,East Godavari,",K T Raja Rao Street,East Godawari rict."
Ravi Nursing Home,0,Andhra Pradesh,East Godavari,",Near Venkateshwara Temple,East Godawari rict."
Sri Sai Bhramarambika Nursing Home,0,Andhra Pradesh,East Godavari,"Sakhinetipalli Mandal, Razole"
Sri Sankar Nursing Home,0,Andhra Pradesh,East Godavari,"Besides Sankar Theatre, V.V. Meraka- Gandhinagar, Malikipuram Post"
Susrutha Surgical and Maternity Hospital,0,Andhra Pradesh,East Godavari,"3-481, Halikipuram"
Vrd Care Hospital,0,Andhra Pradesh,East Godavari,Lakkavaram Lakkavaram
Adarsh Nursing Home,0,Andhra Pradesh,East Godavari,"Taluka Office Road, Ramachandrapuram Ramachandrapuram"
Kamala Nursing Home,0,Andhra Pradesh,East Godavari,Main Road Opp: Govt Junior College Main Road Ramachandrapuram
Sri Venkateshwara Nursign Home,0,Andhra Pradesh,East Godavari,"Dr. T.V.R. Reddi, M.B.B.S"
Bhimeshwara Hospital,0,Andhra Pradesh,East Godavari,"3-55 Surya Street Darakasharma,Near Post Office"
Sri Madhavananda Speciality Hospital,0,Andhra Pradesh,East Godavari,Opp Bheemeshwara Temple Draksharamam Draksharamam
G. S. L. General Hospital and Medical College,0,Andhra Pradesh,East Godavari,"Nh-5, Lakshmipuram, Rajanagaram"
Kondreddy Nursing Home,0,Andhra Pradesh,East Godavari,Mandaptea
Santhi Childrens Hospital,0,Andhra Pradesh,East Godavari,"Near Bus Stand,Beside Syndicate Bank,Taravanipeta,Mandapeta"
Sri Bikkina Nursing Home,0,Andhra Pradesh,East Godavari,Opp Vijaya Mahal Main Road Mandapeta
Srinivasa Nursing Home,0,Andhra Pradesh,East Godavari,"K.P Road, Mandapeta"
Subbarayudu Memorial Nursing Home,0,Andhra Pradesh,East Godavari,"D.No. 8-5-7, Nalamvari St,,Mandapet Municipal Area"
Narayana Reddy Eye Hospital,0,Andhra Pradesh,East Godavari,"Canal Road,Andhra Bank Atm"
Dr.K.V.R.Hospital,0,Andhra Pradesh,East Godavari,Main Rd
Doctors Plaza,0,Andhra Pradesh,East Godavari,"Near Vinayakrao Hospital, Theatre Road, Tuni"
Pandu Ranga Praja Vidyasala,0,Andhra Pradesh,East Godavari,"3-6-5, Cinema Road Tuni"
Sri Mallikarjuna Nursing Home,0,Andhra Pradesh,East Godavari,"Cinema Road, Tuni"
Suresh Hospital,0,Andhra Pradesh,East Godavari,Dr Durgadas Street Kothapeta Dr Durgadas Street Tuni
Lakshmi Balaji Nursing Home,0,Andhra Pradesh,East Godavari,Yeleswaram
Sambasiva Hospital,0,Andhra Pradesh,East Godavari,"Main Road,Beride Union Bank Of India"
Rao's Nursing Home,0,Andhra Pradesh,East Godavari,Hospital Street Peddapuram Peddapuram
Sree Sreenivasa Hospital,0,Andhra Pradesh,East Godavari,"6-16-17/1, Rajugari Street"
Chopde's Nursing Home,0,Andhra Pradesh,East Godavari,Madhapuram Road Pithapuram Pithapuram
Sri Varalakshmi Hospital,0,Andhra Pradesh,East Godavari,"Near Sbi, Opp Park Opp Park Pithapuram"
Adarsha Hospitals,0,Andhra Pradesh,Guntur,"Yadavallivari St, Opp, Santosh Honda Show Room, Near Doctor`S Plaza Kothapet"
Ahalya Nursing Home,0,Andhra Pradesh,Guntur,"# 12 - 12 - 54, Back Side Sivalayam Temple"
Amar Orthopedics Hospital,0,Andhra Pradesh,Guntur,"Gunturuvari Thota, 1St Line,Gowdiyamatam"
Amaravathi Institute Of Medical Sciences Pvt Ltd,0,Andhra Pradesh,Guntur,Mukku Narsa Reddy Plaza Old Club Road Kotha Peta
Amma Childrens Hospital,0,Andhra Pradesh,Guntur,"13-7-109/D,Old Club Road, Gunturovari Thota"
Aruna Hospital,0,Andhra Pradesh,Guntur,Ganganamma Pet Road
Aswini Hospitals,0,Andhra Pradesh,Guntur,"15-1-17, Near Mangalagiri Rly Gate"
B M R Hospitals,0,Andhra Pradesh,Guntur,"6 / 2, Arundlepet, Near Shanker Vilas"
Bayya Ent Hospital And Research Centre,0,Andhra Pradesh,Guntur,12-25-191 Kothapet Main Road Kotha Peta
C V R Hospital,0,Andhra Pradesh,Guntur,"Behind Pallvi Deluxe, Samba Shiva Peta"
Chalsani Hospital,0,Andhra Pradesh,Guntur,"Old Club Road, Kothapet"
Coastal Care Hospital,0,Andhra Pradesh,Guntur,"8Th Lane, Gunturivarithota, Old Club Road, Opp R T C Bus Stand, Kothapet"
Dhulipalla Hospital Pvt Ltd,0,Andhra Pradesh,Guntur,Door No:12-25-179 Sivalayam Street Kothapet
Dr.Rangarao Nursing Home (P) Ltd,0,Andhra Pradesh,Guntur,"022, Old Club Road,Kothapet"
Guntur City Hospital-Guntur,0,Andhra Pradesh,Guntur,"Mukku Pitchi Reddy Com, Old Club Road, Kothapet"
Harinath Childrens Super Speciality Hospital,0,Andhra Pradesh,Guntur,"Opposite Venkata Krishna Theatre, Station Road"
Janardani Hospital,0,Andhra Pradesh,Guntur,"Gowri Sankar Theatre Road, Kothapet"
Karumuri Super Speciality Hospital Pvt Ltd,0,Andhra Pradesh,Guntur,"13-4-73,Old Club Road Kothapet"
Krishna Childrens Hospital,0,Andhra Pradesh,Guntur,Kothapet
Lakshmi Meenakshi Eye and Maternity Care,0,Andhra Pradesh,Guntur,"D No 12-12-54, Old Club Road , Kothapet"
Lalitha Super Specialty Hospital,0,Andhra Pradesh,Guntur,Gowrishankar Theater Road Kothapet
Life Hospital,0,Andhra Pradesh,Guntur,"Old Club Road, Kothapet"
Mahathi Nursing Home,0,Andhra Pradesh,Guntur,"3/1,Ashok Nagar"
Maruthi E.N.T. Hospital,0,Andhra Pradesh,Guntur,"Reside Hero Honda Showroom, Old Club Road, Kothapet"
Mediline Hospital,0,Andhra Pradesh,Guntur,15-11-150 Mangalgiri Road
Mother Theresa Multispeciality Hospital,0,Andhra Pradesh,Guntur,"5-1-57, Palnadu Road"
Nandanaa's Multi Care Hospital,0,Andhra Pradesh,Guntur,"4Th Lane Kannavari Thota, Opp Alankar Theatre"
Padmas Hospital,0,Andhra Pradesh,Guntur,"Gunturuvari Thota, 8Th Lane, Opp R.T.C. Bus Stand"
Padmavathi Super Speciality Hospital,0,Andhra Pradesh,Guntur,"Opposite Telephone Exchange, Post Office, Kothapet"
Peoples Trauma And Emergency Hospital,0,Andhra Pradesh,Guntur,"Old Club Road,,Kothapet"
Pragathi Hospitals,0,Andhra Pradesh,Guntur,"Club Road, Near Bose Statue Kothapet"
Prof. D. Ramakotaiah Childerns Hospital,0,Andhra Pradesh,Guntur,"Besides Sivalayam, Kothapet"
Purnasai Hospital,0,Andhra Pradesh,Guntur,"Goudimatama Road, Bus Stand Opposite Gunturuvari Thota, 6Th Line"
R K Eye Center,0,Andhra Pradesh,Guntur,"Opp-Srikrishna Picture Palace, Kothapet"
R R Speciality Hospital,0,Andhra Pradesh,Guntur,"3/3 Gunturuvari Thota, Guntur,New Road, Opposite Rtc Bus Stand"
Raghavendra Hospitals,0,Andhra Pradesh,Guntur,"D.No.12-14-2,OppositeStreet To Sivalayam,Kothapet"
Rajyalakshmi Nursing Home,0,Andhra Pradesh,Guntur,"12-25-86, Main Road, Near Vijaya Talkies, Kothapet"
S.G.O. Clinic,0,Andhra Pradesh,Guntur,"12-12-93, Old Club Road, Kothapet"
Sai Bhaskar Trauma and Emergency,0,Andhra Pradesh,Guntur,"Busi Reddy Malleswara Reddy Groups, Oppandhra Bank , Old Club Road, Kothapet"
Sai Chandan Eye Hospital,0,Andhra Pradesh,Guntur,"Rami Reddy Thota, Beside Singh Hospital, Near Manipuram Bridge"
Sai Priya Hospital,0,Andhra Pradesh,Guntur,"Mainroad, Sambasivapet, Govtwomensgollegeroad"
Sai Sri Nursing Home,0,Andhra Pradesh,Guntur,"Kakumanuvari Street, Behind Chinna Anjneya Swamy Temple Kothapeta"
"Sailaja Multispeciality Hospitals Maternity, Infertility and Trauma Care Centre",0,Andhra Pradesh,Guntur,"Opposite Rtc Bus Stand Road, Arya Bhavan Hotel Back Side,7Th Line Gunturuvari Thota"
Sathvika Hospital,0,Andhra Pradesh,Guntur,"1 St Line Sambasivapte, Naaz Centre"
Shri Ramchandra Kidney Centre,0,Andhra Pradesh,Guntur,"Doctors Plaza, 1St Floor, Opposite Sbh, Kothapet"
Singh Hospital,0,Andhra Pradesh,Guntur,Kakani Road (Near Rly.Gate)
Sravani Hospital,0,Andhra Pradesh,Guntur,"Near Anna Srinivasaarao Kalyanamandapem, Old Bank Road, Kothapet"
Sri Krishna Institute Of Medical Sciences,0,Andhra Pradesh,Guntur,"Beside Manipuram Flyover, Near R.T.C Bus Stand, Manglagiri Road"
Sri Ramachandra Children and Dental Hospital,0,Andhra Pradesh,Guntur,"Old Club Road,D.No.13-7-1,6Th Lane,Gunturivarithota,,Gunturivarithota"
Sri Ramakrishna Nursing Home,0,Andhra Pradesh,Guntur,"Opposite Indian Overseas Bank , Leelamahal Road Kothapet"
Sri Renuka Netrayam,0,Andhra Pradesh,Guntur,"Dr Y Sree Rama Murty, Kolhapet"
Sri Satya Sai Hospital,0,Andhra Pradesh,Guntur,"5Th Line, Ramireddy Thota, Old Club Road, Kothapet"
Sri Vijayasai Hospital,0,Andhra Pradesh,Guntur,"12-B-1, Old Club Road, Kuglar Hospital Lane Kothapet"
Srinivasa Nursing Hom,0,Andhra Pradesh,Guntur,"Old Club Road ,Kothapet"
Sudarsana Eye Hospital,0,Andhra Pradesh,Guntur,Kothapet Main Road
Sujatha Laparoscopy and Infertility Centre,0,Andhra Pradesh,Guntur,"8 Th Line Gunturivari Thota , Old Club Road, Kothapet Near Bus Stand"
Tulasi Multi Speciality Hospital,0,Andhra Pradesh,Guntur,"5Th Lane,Funturvari Thota, Old Club Road"
Vasan Eye Care Hospital,0,Andhra Pradesh,Guntur,"#12-25-174, Kothepeta, Opp To Shivalayam"
Veena Hospital,0,Andhra Pradesh,Guntur,"Gunturuvari Thota, Old Club Rd"
Venkata Ramana Eye Hospital,0,Andhra Pradesh,Guntur,"Beside Ganesh Mahal, Kothapet, Guntur,Near Old Bus Stand"
Venkateswara Mother and Child Hospital,0,Andhra Pradesh,Guntur,"Palnad Road, Narasaraopet"
Vijaya Orthopaedic and Trauma and Super Speciality Hospital,0,Andhra Pradesh,Guntur,"D.No 13-8-148, Opposite New Rtc Bus Depot, 8Th Line, Gunturivari Thota"
Yashaswi Hospital,0,Andhra Pradesh,Guntur,Opp Mehar Baba Temple Mangalagiri Road Nr Ape Auto Showroom
Yerra`S Super Speciality Hospital Pvt Ltd,0,Andhra Pradesh,Guntur,"12-23-3, Anna Srinivasa Roa Kalyanamandapam Road, Bhagath Singh Centre, Kothapet"
Ala Hospital,0,Andhra Pradesh,Guntur,Amaravathi Road
Aruna Multi Speciality Hospitals,0,Andhra Pradesh,Guntur,"1 Line ,Donka Road"
Bmr Hospitals,0,Andhra Pradesh,Guntur,"D.No.6/6/22/A,6Th Lane,2Nd Cross Rd, Arundelpet"
Childrens Hospital,0,Andhra Pradesh,Guntur,"11/2, Arandala Peta"
Gopala Krishna Nursing Home,0,Andhra Pradesh,Guntur,"8/2, Arundelpet"
Hi Tech Trauma And Critical Care Hospital Ltd,0,Andhra Pradesh,Guntur,"6-29-34/A, Lodge Centre Amravathi Road"
M N Hospital,0,Andhra Pradesh,Guntur,"4/10, Brodiepet, 5-37-77 Opp Siticable Office"
Prasanthi Multi Speciality Hospital - Guntur,0,Andhra Pradesh,Guntur,"Opposite Annadana Samajam, Amaravathi Road, Bharatpet 1St Line, Amaravathi Road"
Pratyusha Childrens Hospital,0,Andhra Pradesh,Guntur,"Besides Govt, General Hospital Railpet Ist Line"
Sri Bhavani Nursing Home-Guntur,0,Andhra Pradesh,Guntur,"2Nd Line, Gunturuvari Thota Beside Peoples Trauma Hospital"
Sri Sai Hospitals,0,Andhra Pradesh,Guntur,"5/2, Arundelpet"
Sri Sathya Sai Institute Of Orl,0,Andhra Pradesh,Guntur,"3/7, Brodieet"
Teja Maternity Hospital And Poly Clinic,0,Andhra Pradesh,Guntur,Old Club Road
Sri Lakshmi Venkateswara Nursing Home,0,Andhra Pradesh,Guntur,"Opposite Sri Venkateswara Swami Temple, Lalapet"
