Name,Category,State,City,Address
Westfort Ayurveda Hospital,0,Kerala,Thrissur,"Lakshmi Nagar, Westfort"
"Jubilee Mission Medical College Hospital, Thrissur",0,Kerala,Thrissur,Trussur
Elite Mission Hospital,0,Kerala,Thrissur,"P.O, Koorkkenchery"
Metropolitan Hospital,0,Kerala,Thrissur,Koorkancherry
"Trichur Metropolitan Healthcare Pvt. Ltd.,",0,Kerala,Thrissur,"Thrissur Corperation,Kokkalai"
Keerthi Ayurvedic Hospital Pvt. Ltd,0,Kerala,Thrissur,"Shornur Road,Viyyur Bridge"
Chandramathy Amma Memorial Hospital,0,Kerala,Thrissur,Olarikkara Kanjani Road Olarikkara
Mother Hospital (P) Ltd.,0,Kerala,Thrissur,P.O.Pullazhi Olari
Aswini Hospital Pvt Ltd,0,Kerala,Thrissur,Karunakaran Nambiar Road
G.E.M. Hospital,0,Kerala,Thrissur,Bennet Road
Raji Nursing Home,0,Kerala,Thrissur,Chembukavu
Vijayasree Eye Hospital,0,Kerala,Thrissur,
Kerala Care And Concern Hospitals Pvt.Ltd(Kcnc),0,Kerala,Thrissur,"Masjid Road,Nr.Ksrtc Bus Stand, Across ( Right Side) Ksrtc Bus Stand"
Sitaram Ayurveda Speciality Hospital,0,Kerala,Thrissur,Veliyannur
Daya Speciality Surgical Centre,0,Kerala,Thrissur,"Sornur Road,Nr Viyyur Bridge"
Karthiyani,0,Kerala,Thrissur,Patturaikkal
Saroja Nursing Home,0,Kerala,Thrissur,"Shoranur Road, Thrissur -1 Thiruvambady Temple (Shornur Road)"
K A Specaility Hospital,0,Kerala,Thrissur,Karuvannur
Nethra Eye Care Center,0,Kerala,Thrissur,Main Road
Ahalia Foundation Eye Hospital,0,Kerala,Thrissur,"Kattungachira, Irinjalakuda North"
Ccmk Hospitals,0,Kerala,Thrissur,Chalakudy Chalakudy
San Jos Parish Hospital,0,Kerala,Thrissur,P.O. Pavaratty
St James Hospital,0,Kerala,Thrissur,"Chalakudy,Old National Highway"
Taluk Head Quarters Hospital,0,Kerala,Thrissur,Chalakudy
Devamatha Hospital,0,Kerala,Thrissur,Koratty
Sunethri Ayurvedashram And Research Centre,0,Kerala,Thrissur,"Mathikunnu, Trikkur P.O"
St. Joseph Hospital,0,Kerala,Thrissur,Choondal
Allied Hospitals Ltd,0,Kerala,Thrissur,"No. 2 / 331 A Guruvayor Road, Arthat"
Ittimani Hospital,0,Kerala,Thrissur,"Kunnamkulam , Kunnamkulam"
Royal Hospital,0,Kerala,Thrissur,"Guruvayoor Road, Kunnamkulam"
The M.O.S.C.Medical Mission Hospital,0,Kerala,Thrissur,"Chowannur P.O, Kunnamkulam, Trichur"
Abdul Waheb Memorial Rajah Charitable Hospital,0,Kerala,Thrissur,"Muthuvattot, Chavakkad"
Rajah Hospital,0,Kerala,Thrissur,"Pb No. 34, Muthuvattoor"
Modern Hospital,0,Kerala,Thrissur,Palakkad
Unity Hospital (P) Limited,0,Kerala,Thrissur,"P.O. Kanippayyur,Kunnamkulamm S.India"
Ansar Hospital,0,Kerala,Thrissur,"Ansar Nagar, Perumpilavu, Karikkad"
Amala Cancer Hospital And Research Centre,0,Kerala,Thrissur,Amala Nagar
Amrutha Ayurvedic Heritage Centre,0,Kerala,Thrissur,"Chittoor Mana, Thayamkulangara, Cherpu"
Divine Medical Cetre Ltd.,0,Kerala,Thrissur,Wadakanchery
Jeevodaya Mission Hospital,0,Kerala,Thrissur,Chelakkara
Karuna Hospital,0,Kerala,Thrissur,"Xi-271, Nh-17, Chilanka Theatre And Bus Stop"
M I Mission Hospital (Tsunami Project Only),0,Kerala,Thrissur,Engandiyur
Mary Immaculate Mission Hospital,0,Kerala,Thrissur,",Chuvakkad"
T M Hospital (Tsunami Project Only),0,Kerala,Thrissur,"Nh-17, Chettuwa, Near Chettuwa Bridge"
The Irinjalakuda Co-Operative Hospital Ltd.,0,Kerala,Thrissur,"Kolothumpady, Nadavaramba"
Arya Vaidya Asramam Ayurveda Hospital,0,Kerala,Thrissur,"Thiruvanchikulam, Kodungallur"
Craft Hospital,0,Kerala,Thrissur,Kodungallur
Medicare Hospital,0,Kerala,Thrissur,Tks Puram Kodungalur
Modern Hospital .,0,Kerala,Thrissur,"Kodungallur Ltd, Bb No.22, Chatdhedadhparambu, Nare Craft Hospital"
K M C Hospital,0,Kerala,Thrissur,Xii -457 Moonnupeedika Centre Irinjalakuda Road
Maria Theressa Hospital,0,Kerala,Thrissur,Kuzhikkattussery
Sacred Heart Mission Hospital,0,Kerala,Thrissur,"Pullur, Irinjalakuda"
Mother and Child Hospital Kodakara,0,Kerala,Thrissur,Kodakara
Lal Memorial Hospital,0,Kerala,Thrissur,Madyikonam Irinjalakuda Irinjalakuda
Dhanya Mission Hospital,0,Kerala,Thrissur,"Dhanya F.C. Covet,Chalakudy, Old Nh Road,Near Little Flower Rc Chursh"
Palace Hospital,0,Kerala,Thrissur,"Near Potta Ashramam Road,Chalakudy"
"Matha Hospital, Caritas Road",0,Kerala,Thrissur,"Caritas Road, Caritas Road"
Ahalia Foundation and Eye Hospital,0,Kerala,Thrissur,"Trichur Trade Center, Kuruppam Road"
"Government Medical College, Thrissur",Public/ Government,Kerala,Thrissur,Mulamkunnathukavu
Jubilee Mission Medical College and Research Centre,Public/ Government,Kerala,Thrissur,Trichur-Palghat Road
Amala Institute of Medical Sciences,Public/ Government,Kerala,Thrissur,"Amala Medical College\nAmala Nagar, Thrissur"
"CGHS, Dispensary No.1",Public/ Government,Kerala,Thiruvananthapuram,"3/120, Kesavadasapuram"
CGHS Dispensary No.2,Public/ Government,Kerala,Thiruvananthapuram,"C.P.Gopalapanicker Lane, Sasthamangalam"
CGHS Dispensary No.3,Public/ Government,Kerala,Thiruvananthapuram,"Dharmadesan Lane, Vanchiyoor"
Sree Gokulam Medical College and Research Foundation,Public/ Government,Kerala,Thiruvananthapuram,"Sree Gokulam Medical College, Venjaramoodu, P.O-Trivandrum"
Jyothi Hospital,0,Kerala,Wayanad,Mananthavady
St. Vincent's Hospital,0,Kerala,Wayanad,"Vincentgiri,Pb No. 4,Mananthavady"
Fatima Mata Mission Hospital,0,Kerala,Wayanad,Kalpetta
K J Medical Trust Hospital,0,Kerala,Wayanad,Kalpetta
Kripa Nursing Home,0,Kerala,Wayanad,"Kripa Hospital Road, District Wayanad, Kalpetta"
Leo Hospital,0,Kerala,Wayanad,"Leo Hospital, Near New Bus Stand, Kalpetta"
"Dm Wims (Wayanad Institute Of Medical Sciences) - Meppadi (Po),Wayanad",0,Kerala,Wayanad,Naseera Nagar
Shrisha Hospital,0,Kerala,Wayanad,Pulpally
M.O.S.C.Medical Mission Eye Hospital,0,Kerala,Wayanad,Kariambady P.O
P B M Hospital,0,Kerala,Wayanad,"Nh-212, Meenanhadi"
Assumption Hospital,0,Kerala,Wayanad,Xiv-937 Sulthan Bathery Sulthan Bathery
M.E.S. Hospital,0,Kerala,Wayanad,Sulthan Bathery
St Marys Mission Hospital,0,Kerala,Wayanad,Sulthan Batheri
Victory Hospital,0,Kerala,Wayanad,"Gandhi Junction, Sulthan Bathery"
Vinayaka Hospital,0,Kerala,Wayanad,Kattayad Road Sulthan Bathery Sulthan Bathery
Marina Hospital,0,Kerala,Wayanad,Ambalavayal
"IG Hospital, Kavaratti",Public/ Government,Lakshadweep,Lakshadweep,"Indira Gandhi Hospital, Kavaratti"
Dr. Ramabai Memorial Lifeline Cristian Hospital and Research Centre,0,Madhya Pradesh,Anuppur,Burhar Road
Dr. Shobha Memorial Hospital,0,Madhya Pradesh,Shahdol,Near Bodar Chowk Sinhpur Road
Sai Kripa Hospital,0,Madhya Pradesh,Shadol,Jaistambhchowk
Shri Ram Hospital,0,Madhya Pradesh,Shahdol,Near Rajendra Talkies
Arogyadham Shiksha and Swasthya Samiti,0,Madhya Pradesh,Anuppur,"Bus Stand, OppositeHotel Vimal Kotma"
Anushree Hospital and Nicu,0,Madhya Pradesh,Balaghat,Opp Kali Temple/W.N.15 Near Bus Stand
Ayushman Hospital,0,Madhya Pradesh,Balaghat,Circuit House Road
Balaghat Hospital,0,Madhya Pradesh,Balaghat,
Kevin Hospital,0,Madhya Pradesh,Balaghat,Motinagar
Khan Maternity and Surgical Nursing Home,0,Madhya Pradesh,Balaghat,
Mitali Critical Care Unit,0,Madhya Pradesh,Balaghat,Circuit House Road
Sanmati Hopital,0,Madhya Pradesh,Burhanpur,Shahpur Road
Shastri Nursing Home,0,Madhya Pradesh,Balaghat,Railway Station Road
Dinesh Opticals,0,Madhya Pradesh,Balaghat,"A/2 Bus Stand, Mulai"
Asha Hospital,0,Madhya Pradesh,Barwani,Ashagram Trust
Mahamrityujay Hospital Pvt. Ltd.,0,Madhya Pradesh,Barwani,Ajad Naka
Primary Health Centre,0,Madhya Pradesh,Barwani,Barwah
Sai Hospital,0,Madhya Pradesh,Barwani,Navalpura
Sarsawati Eye Hospital And Lasik Centre,0,Madhya Pradesh,Barwani,K.B. Highway
Sharda Hospital And Orthopedic Hospital,0,Madhya Pradesh,Barwani,"Sant Vinoba Marg,Motibag Cvhowk,Sendhwa"
Karuna Hospital,0,Madhya Pradesh,Barwani,Sendhawa
Sanjeevani Children Hospital,0,Madhya Pradesh,Barwani,A.B. Road New Government Sendhwa
Mamta Hospital and Maternity Home,0,Madhya Pradesh,Betul,Sadar Tikari Link Road
Betul Hospital Surgical And Fracture Hospital,0,Madhya Pradesh,Betul,"Ranipur Road, Gauthana"
Karuna Hospital,0,Madhya Pradesh,Betul,"Vinoba Nagar , Bhaggudhana"
Lashkare Hospital,0,Madhya Pradesh,Betul,Civil Lines
Pooja Surgical And Fracture Hospital,0,Madhya Pradesh,Betul,"Gurudwara Road, Betul Ganj"
Rathi Hospital,0,Madhya Pradesh,Betul,Sadar Tikari Link Road
Sangeeta Hospital And Research Center,0,Madhya Pradesh,Betul,Kothi Bazar
Subhadra Hospital,0,Madhya Pradesh,Betul,Link Road Tikari
Arogya Niketan Nursing Home,0,Madhya Pradesh,Betul,Betulganj
Dr. Suresh Jharbade,0,Madhya Pradesh,Betul,Tamurni
Padhar Hospital,0,Madhya Pradesh,Betul,P.O
Niramaya Hospital - Bhind,0,Madhya Pradesh,Bhind,Bhuta Compound
Adarsh Hospital,0,Madhya Pradesh,Bhopal,Shahjahanabad
Ajwani Eye Hospital,0,Madhya Pradesh,Bhopal,"115, Berasia Road Near Sindhi Colony"
Al - Rasheed,0,Madhya Pradesh,Bhopal,"No:3, Chowki Imam Bada, Noor Mahal Rd"
Ankur Maternity And Nursing Home,0,Madhya Pradesh,Bhopal,"104-105,Prince Colony, Lower Idgah Hills"
Apex Hospital,0,Madhya Pradesh,Bhopal,"116-117, Sindhi Colony Berasia Road"
Batra Hospital,0,Madhya Pradesh,Bhopal,17-Zone 1St M.P.Nagar
Bhopal Care Hospital,0,Madhya Pradesh,Bhopal,"Noor Mahal Road, Chowki Imambara"
Bhopal Neuro Psychiatric Center,0,Madhya Pradesh,Bhopal,"A-20 Bda Colony,Koh E Fiza"
Care Hospital,0,Madhya Pradesh,Bhopal,D.I.G. Bunglow Square
Chauhan Heart and Maternity Hospital,0,Madhya Pradesh,Bhopal,"3,Vrindavan Nagar,Ayodhya Bypass Road"
Chirayu Hospital,0,Madhya Pradesh,Bhopal,"6, Malipura"
Faiz Eye Hospital,0,Madhya Pradesh,Bhopal,Peergate
Gandhi Medical College and Hamidia Hospital,0,Madhya Pradesh,Bhopal,
Get Well Hospital and Research Centre,0,Madhya Pradesh,Bhopal,"189-A, Aradhana Nagar, Kotra Sultanbad"
Gour Hospital And Maternity Home,0,Madhya Pradesh,Bhopal,Charbatti Budhwara
Gulati Clinic,0,Madhya Pradesh,Bhopal,"Peer Gate, Ipl"
Hi-Tech Eye Care and Laser Center,0,Madhya Pradesh,Bhopal,"E- 1/100, Arera Colony+106 Old Tas Market"
Jawaharlal Nehru Cancer Hospital and Research Centre,0,Madhya Pradesh,Bhopal,"Idgah Hills,P.B. No. 32"
Jayshree Hospital,0,Madhya Pradesh,Bhopal,"No. 22, Retghat, Near Kamla Park"
Jeevan Dhara Hospital,0,Madhya Pradesh,Bhopal,"2, Ahinsa Vihar, Ayodhya Bye Pass Road Opp Petrol Pump"
Kid Kare,0,Madhya Pradesh,Bhopal,"Pari Park Road , Opposite Babe Aali"
Koh -E-Fizahospital and Research Pvt Ltd,0,Madhya Pradesh,Bhopal,"B-7, Bda Colony, Koh -E Fiza Hospital"
L.B.S Hospital`,0,Madhya Pradesh,Bhopal,"73, Tajul Masjid Road"
Mata Mandir Netra Sewa Kendra,0,Madhya Pradesh,Bhopal,"1/4, Sanjay Complex, Mata Mandir"
Mayo Hospital,0,Madhya Pradesh,Bhopal,"State Bank Chouraha, Sultania Road"
Meenakshi Hospital,0,Madhya Pradesh,Bhopal,"E-5/38, Arera Colony"
Miracles Chilren Hospital,0,Madhya Pradesh,Bhopal,"Z-17, M P Nagar Zone 1, Infront Of Chittod Complex"
Muskan Maternity and General Hospital,0,Madhya Pradesh,Bhopal,"Indus Muskan Plaza By Pass Road, Ayodhya Nagar"
Nawaj Urology Hospital Lithotripsy Center and Maternity Home,0,Madhya Pradesh,Bhopal,"52- A, B.D.A.Colony, Opposite Police Chowki, Kolt- E- Fiza"
Ntr Hospital and Research Centre,0,Madhya Pradesh,Bhopal,31.Mangalwara Road
Paliwal Hospital Pvt. Ltd.,0,Madhya Pradesh,Bhopal,"Neara Bhopal Talkies Chouraha, Berasia Road"
Peoples General Hospital,0,Madhya Pradesh,Bhopal,"8 Kazi Camp, Berasia Road"
Pushkar General Hospital,0,Madhya Pradesh,Bhopal,Plot No-2 Shri Ram Colony Hoshangabad Road Near Vrindavan Garden
"Pushkom Maternity and Nursing Home, Bhopal",0,Madhya Pradesh,Bhopal,"52, Old Ashoka Garden"
S.V Eye Care and Research Centre,0,Madhya Pradesh,Bhopal,"Hig-5, Shalimar Complex, Opposite S.B.I Sultania Road"
Samarpan Kidney Institute and Research Center,0,Madhya Pradesh,Bhopal,"B-288, Shahpura C Sector Opp, M.P.E.B. Office"
Sanjeevani Hospital,0,Madhya Pradesh,Bhopal,"77, Op. Motia Talab , Tajul Masajid Road"
Sharda Hospital and Diagnostic Center,0,Madhya Pradesh,Bhopal,"189 A, Aradhana Nagar, Kotra Sultanabad"
Shivam Medical and Research Institute,0,Madhya Pradesh,Bhopal,"E-8/38, Railway Society, Arera Colony, Near 12 No. Bus Stop"
Shubham Hospital Fracture Accident Care,0,Madhya Pradesh,Bhopal,"103, Opposite Tazul Masjid"
Shukla Hospital and Maternity Home,0,Madhya Pradesh,Bhopal,"Behind Veerangana Laxmi Bai Parisar, Kotra Sultanabad"
Sujyoti Hospital and Maternity Home,0,Madhya Pradesh,Bhopal,"G-3/358, Near South Savoy Complex Gulmohar Colony, E-8"
Vijaya Maternity and Nursing Home,0,Madhya Pradesh,Bhopal,
Yash Hospital And Diagnostic Centre,0,Madhya Pradesh,Bhopal,"Plot No.1, A-Sector, Vidya Nagar, Hoshangabad Road"
Yashoda Hospital,0,Madhya Pradesh,Bhopal,"Tajul Masjid Road, Opp Motiya Talab Near L.B.S Hospital"
"Bombay Children Hospital ,Bhopal",0,Madhya Pradesh,Bhopal,"7-30, Civil Lines,Near Kilol Park Petrol Pump ,Polytechnic Chauraha"
A.K. Hospital,0,Madhya Pradesh,Bhopal,"Block-7, Sanjay Complex, Near Mata Mandir"
Anupam Hospital,0,Madhya Pradesh,Bhopal,"Akbarpur,Main Kolar Road"
Astha Hospital,0,Madhya Pradesh,Bhopal,"#62,Mla Quarters,Jawahar Chowk"
Ayush Hospital and Research Centre,0,Madhya Pradesh,Bhopal,"11, Old Ashoka Garden, Behind Prabhat Petrol Pump"
Faith and Hope Hospital,0,Madhya Pradesh,Bhopal,"40, Malviya Nagar"
G.S.M.Hospital,0,Madhya Pradesh,Bhopal,"31-35,Mwa Mp Qwarters, Jawahar Chowk New Market"
Hafeez Maternity Home and Eye Hospital,0,Madhya Pradesh,Bhopal,"Safina Church Rd, Opposite Lal Parade Ground"
Hajela Hospital,0,Madhya Pradesh,Bhopal,"Geetanjali Complex Main Road, No.2, Near.Mata Mandir,T T Nagar"
Jashdeep Hospital,0,Madhya Pradesh,Bhopal,"30, M L A Quarters Bhadbhada Road"
Kshitij Hospital,0,Madhya Pradesh,Bhopal,
Manisha Hospital,0,Madhya Pradesh,Bhopal,"A-8, Gomti Colony, Nehru Nagar, Behind Jain Tower, Nehru Nagar Square"
Mishra Hospital,0,Madhya Pradesh,Bhopal,Kolar Road
Nahar Nursing Home,0,Madhya Pradesh,Bhopal,"Behind Panchanan Building, 73, Malviya Nagar"
Nav Jeevan Hospital,0,Madhya Pradesh,Bhopal,"Hig-652, Arvind Vihar , Near Mount Carmel School , Bagmugaliya"
R.A Stone and Surgical Care,0,Madhya Pradesh,Bhopal,"48, Mla Quarter, Jawahar Chowk"
Rainbow Children Hospital,0,Madhya Pradesh,Bhopal,"Sahkar Brown,Rangmahal Square,New Market"
Sachin Mamta Hospital,0,Madhya Pradesh,Bhopal,Hig 39 Sonagiri Chouraha Bhel
Shri Maya Maternity and General Hospital,0,Madhya Pradesh,Bhopal,"H-1/642, Arvind Vihar, Bag Mugaliya"
"Shrinath Nursing Home,Indore",0,Madhya Pradesh,Bhopal,"73, Tajul Masjid Road"
Siddharth Eye Hospital,0,Madhya Pradesh,Bhopal,",45 Mla Qtrs. Jawahar Chowk . T.T Nagar"
"Charak Hospital/A Unit Of Mrityunjay Health Care Pvt Ltd,",0,Madhya Pradesh,Bhopal,Old Nav Bharat Press Building Jahangirabad
Krishna Hospital,0,Madhya Pradesh,Bhopal,"# 106, Chiklod Road,Jehangirbad"
Swami Vivekanand Regional Spine Centre,0,Madhya Pradesh,Bhopal,"Kisan Bhawan Campus, Near R. B.I., Opposite Maida Mill"
Tanushree Female Hospital,0,Madhya Pradesh,Bhopal,"84, Chiklol Road, Near Petrol Pump"
Vardaan Hospital,0,Madhya Pradesh,Bhopal,"1St Floor,Shiv Narayan Complex Lily Talkies Square Jehangirabad"
R.K.Hospital and Research Centre,0,Madhya Pradesh,Bhopal,"226,Sec.C,Indrapuri,Raisen Road"
Anant Shree Hospital,0,Madhya Pradesh,Bhopal,"40-A,Indrapuri,Raisen Road"
Citi Hospital,0,Madhya Pradesh,Bhopal,"115,Zonal-Ii,M.P Nagar,Behind Pragati Petrol Pump"
Jeevan Jyoti Pathak Hospital,0,Madhya Pradesh,Bhopal,"85, Zone-Ii, Maharana Pratap Nagar"
Navodaya Hospital And Research Centre,0,Madhya Pradesh,Bhopal,"41, Zone- Ii M P Nagar"
New Bhopal Hospital and Research Foundation,0,Madhya Pradesh,Bhopal,"172, Zone 2, Nr. Sargam Talkies, Maharanapratap Nagar"
Pathak Hospital,0,Madhya Pradesh,Bhopal,"85, Zone Ii, Maharana Pratap Nagar"
Pathak's Clinic and Hi-Tech Diagnostic,0,Madhya Pradesh,Bhopal,"3 - Nupur Kunj, E3 Arera Colony, Near Habibganj Railway Crossing"
Prakash Eye Care and Laser Centre,0,Madhya Pradesh,Bhopal,"Plot No.131/14, Zone-2,Mp Nagar,Opposite Provident Fund Office,Near Pragati Petrol Pump"
Sankalp Netralya Hospital,0,Madhya Pradesh,Bhopal,109 Zone 2 Mp Nagar
Agrawal Hospital,0,Madhya Pradesh,Bhopal,"E-3/15, Arera Colony Near Habibganj Rly Crossing"
Ajwani Eye Tech Centre,0,Madhya Pradesh,Bhopal,"E-5/61, Arera Colony"
Akshaya Hospital,0,Madhya Pradesh,Bhopal,Char Imli Opp: Ekant Park Rishi Nagar
Anushree Hospital,0,Madhya Pradesh,Bhopal,"E- 4/20, Arera Colony"
Arihant General Hospital,0,Madhya Pradesh,Bhopal,"B - 288, Shapura"
Asha Niketan Hospital,0,Madhya Pradesh,Bhopal,"E-6, Arera Colony"
Asian Globus Liver And Gastroenterology Centre,0,Madhya Pradesh,Bhopal,"E-5/24, Arera Colony,Opposite Arera Petrol Pump"
Bhopal Fracture Hospital,0,Madhya Pradesh,Bhopal,E-3-A Arera Colony
Colony Hospital,0,Madhya Pradesh,Bhopal,
Deep Hospital,0,Madhya Pradesh,Bhopal,"Hig - 33, Shivaji Nagar,Opposite Sargam Talkies,Hoshangabad Road"
Dewani Hospital And Research Centre,0,Madhya Pradesh,Bhopal,E-7 Arera Colony
J. K. Hospital And Medical Research Centre,0,Madhya Pradesh,Bhopal,"J.K. Town, Sarvadharma ""C"" Sector,Kolar Road"
Magnesh Stone Clinic - Bhopal,0,Madhya Pradesh,Bhopal,"E-1/92, Opposite Allahabad Bank, Near Subhash School, Arera Colony"
Malti Hospital,0,Madhya Pradesh,Bhopal,"E-7, H/451, Opp, 1100 Qtrs, Hanuman Mandir Arera Colony"
Mangesh Uro Centre,0,Madhya Pradesh,Bhopal,"E-1/92, Opposite Allahabad Bank, Near Subhash School , Arera Colony"
Manoria Heart and Critical Care Hospital,0,Madhya Pradesh,Bhopal,"A-1/40, Chunabhatti Main Road,Near Mayuri Resturant, Kolar Road,Chunbhatti Petrol Pump"
Narmada Advance Trauma and Criticalcare Institute,0,Madhya Pradesh,Bhopal,"Add,E-3/23, Arera Colony"
National Hospital For Heart and Critical Care,0,Madhya Pradesh,Bhopal,"E- 3/61, Arera Colony"
Nilay Hospital,0,Madhya Pradesh,Bhopal,"74-C, Vidhya Nagar , Hoshangabad Road"
Niramaya Hospital,0,Madhya Pradesh,Bhopal,"E-2/13, Arera Colony , Opposite Habibganj Railway Station"
Noble Multispeciality Hospital,0,Madhya Pradesh,Bhopal,"Plot No. 269/1, Opposite Misrod Police Station Misrod"
Parul Hospital Pvt Ltd,0,Madhya Pradesh,Bhopal,"Hig-2, Ankur Colony Shivaji Nagar"
Peoples Hospital,0,Madhya Pradesh,Bhopal,"Peoples Campus , Bhanpur"
Pushpanjali Hsopital,0,Madhya Pradesh,Bhopal,"E-7/822, Arera Colony, Near Basant Kunj"
Red Cross Diagnostic Centre,0,Madhya Pradesh,Bhopal,Red Cross Bhawan Shivaji Nagar
Rounak Child and Eye Health Care Centre,0,Madhya Pradesh,Bhopal,"Mig-151, Kotra- Nehru Nagar Main Road, Near Pipleshwar Mahadev Mandir"
Saarthi Hospital (Maternity and Urological Centre),0,Madhya Pradesh,Bhopal,"C-2, Narayan Nagar, Opposite Barkutallah University, Hoshangabad Road"
Sahara Fracture and General Hospital,0,Madhya Pradesh,Bhopal,"Plot No:113 Sector-B, Vidhya Nagar,Hoshangabad Rd"
Shekhar Hospital,0,Madhya Pradesh,Bhopal,"A-69, Shahpura Near Manisha Market"
Suditi Hospital - Bhopal,0,Madhya Pradesh,Bhopal,"6-C, Vijay Nagar, Near Railway Crossing, Lalghatti"
Surash Mother And Child Hospital - Bhopal,0,Madhya Pradesh,Bhopal,"45 - Janki Nagar, Chuna Bhatti Rolar Road"
Sushma Hi-Tech Intensive Care Hospital and Research,0,Madhya Pradesh,Bhopal,"E-3/10A, Arera Colony"
Suyash Mother and Child Hospital,0,Madhya Pradesh,Bhopal,"45-A, Janki Nagar,Chuna Bhatti, Kolar Road"
Aradhana Maternity And Kidney Hospital,0,Madhya Pradesh,Bhopal,"H-8, Sector-B, Sonagiri"
Career Institute Of Medical Sciences,0,Madhya Pradesh,Bhopal,"Opposite Dushehra Maidan, Career College Campus, Govindpura, Bhel"
Choudhary Hospital,0,Madhya Pradesh,Bhopal,"Gurunankrupa Raisen Road,Bpl,Near Capital Pertol Pump"
Getwell Hospital,0,Madhya Pradesh,Bhopal,"F2/8-9 Mayur Vihar Colony, 80 Ft Road Near Ashoka Garden P.S."
Lakecity Hospital,0,Madhya Pradesh,Bhopal,"B-27, Kasturba Nagar , Near Chetak Bridge"
Om Hospital And Research Centre,0,Madhya Pradesh,Bhopal,"A1 I Floor Pink Tower,Prabhat Petrol Pump,Raisen Road"
Peoples General Hospital Pvt Ltd,0,Madhya Pradesh,Bhopal,"6, Malviya Nagar"
Pranjal Hospital and Child Care Center,0,Madhya Pradesh,Bhopal,"110, Old Ashoka Garden, Near Prabhat Petrol Pump"
Roshan Maternity Child Care And General Hospital,0,Madhya Pradesh,Bhopal,"First Floor, 8-A, Govind Garden Raisen Road, Govindpura"
Shivam Hospital,0,Madhya Pradesh,Bhopal,"Mig-215, Gautam Nagar, Govindpura"
Vatsalya Hospital,0,Madhya Pradesh,Bhopal,"B-66 Kasturba Nagar, Near Chetak Bridge"
Bharat Heavy Electricals Limited,0,Madhya Pradesh,Bhopal,Kasturba Hospitals
Marsiddhi Hospital,0,Madhya Pradesh,Bhopal,Mansarovar Campus Kolar Road
Jashdeep Hospital,0,Madhya Pradesh,Bhopal,Nehru Nagar
N.M.R. Hospital,0,Madhya Pradesh,Bhopal,"133, Zone Ii M P Nagar"
Narmada Multi Speciality Hospital,0,Madhya Pradesh,Bhopal,"269/ 1, Opp Misrod Police Station, Nr.Mpeb Sub Station"
Anantshree Multispeciality Hospital,0,Madhya Pradesh,Bhopal,"Inrapuri A- Sector, Opposite Bhel Gate No. 1, Above Canara Bank, Raisen Road"
Bhambhani Hospital,0,Madhya Pradesh,Bhopal,"Bairagarh, Under Central Bank, Sarafa Road"
Chirayu Medical College and Hospital,0,Madhya Pradesh,Bhopal,"Bhopal- Indore Highway, Near Bajragarh,Bhaisakheds, Baijragarh"
Dr Lal Kumar Kishnani Nursing Home,0,Madhya Pradesh,Bhopal,B New 13/136 Bainagarh
Rajdeep Hospital,0,Madhya Pradesh,Bhopal,"55, Main Road, In Front Of Krishna Plaza Bairagarh"
Sewa Sedan Eye Hospital Trust,0,Madhya Pradesh,Bhopal,Sant Hirdaram Nagar
Bhopal Memorial Hospital and Research Center,0,Madhya Pradesh,Bhopal,"Raisen Bye Pass Road , Bhanpur"
Global Liver and Gastroenterology Centre,0,Madhya Pradesh,Bhopal,"E-5/24,Opp Arera Petrol Pump,Arena Colony"
Venus Hospital and Medical Research Centre-Bhopal,0,Madhya Pradesh,Bhopal,"House No-2,Pipal Squre Karond"
Ayushman Hospital,0,Madhya Pradesh,Bhopal,"C-Sector, Near Manisha Lake, Shahpura"
Life Line Hospital,0,Madhya Pradesh,Bhopal,"A - 498 Near Manisha Market, Shahpura"
Naman Hospital,0,Madhya Pradesh,Bhopal,"E- 8- 353, Trilanga, Shahpura"
Devmata Hospital,0,Madhya Pradesh,Bhopal,"Ahinsa Vihar Colony, Ayodhya Nagar, P O Phase-3"
Harsiddhi Hospital,0,Madhya Pradesh,Bhopal,"Mansarover Campus,Kolar Road"
"Lalit Geetanjli Makan Hospital ( Directed By Vidhya Ram Hospital Pvt. Ltd.,)",0,Madhya Pradesh,Bhopal,"M-28 B Indra Nagar Mandrdeep,Near Nagar Police Office"
CGHS,Public/ Government,Madhya Pradesh,Bhopal,"CGHS, Police I.T.Building, Jahangirabad"
Nepa Ltd. Hospital,0,Madhya Pradesh,Burhanpur,"Trapti Road, Nepanagar"
"Agrawal Fracture,Accident And Physiotherapy Centre",0,Madhya Pradesh,Burhanpur,"Near Hotel Amber,Opposite Bus Stand"
Devashish Hospital,0,Madhya Pradesh,Burhanpur,Chind
Garg Hospital,0,Madhya Pradesh,Burhanpur,"Shah Bazar,Nr. Shani Mandir"
Jain Hospital,0,Madhya Pradesh,Burhanpur,Tilak Hall
Matra Seva Sadan Hospital,0,Madhya Pradesh,Burhanpur,Rastipura
Mujumdar Eye Hospital,0,Madhya Pradesh,Burhanpur,Shaha Bazar
Nimar Hospital and Research Centre,0,Madhya Pradesh,Burhanpur,Amravati Road
Radhe-Shyam Ashirwad Hospital,0,Madhya Pradesh,Burhanpur,"Shanwara Gate, Lalbhag Road"
Sai Siddhi Hospital,0,Madhya Pradesh,Burhanpur,"Near Hanuman Tempale, Lalbagh Road"
